239.8357	1.91733
241.0902009	1.90925
242.3447017	1.90144
243.5992026	1.89391
244.8537034	1.88666
246.1082043	1.8797
247.3627052	1.87301
248.617206	1.8666
249.8717069	1.86048
251.1262077	1.85463
252.3807086	1.84907
253.6352095	1.84378
254.8897103	1.83877
256.1442112	1.83404
257.398712	1.82958
258.6532129	1.8254
259.9077138	1.82148
261.1622146	1.81783
262.4167155	1.81445
263.6712163	1.81132
264.9257172	1.80846
266.1802181	1.80585
267.4347189	1.8035
268.6892198	1.80139
269.9437206	1.79953
271.1982215	1.79792
272.4527224	1.79654
273.7072232	1.7954
274.9617241	1.79449
276.2162249	1.79381
277.4707258	1.79335
278.7252267	1.79312
279.9797275	1.7931
281.2342284	1.79329
282.4887292	1.7937
283.7432301	1.79431
284.997731	1.79512
286.2522318	1.79613
287.5067327	1.79733
288.7612335	1.79872
290.0157344	1.8003
291.2702353	1.80206
292.5247361	1.804
293.779237	1.80611
295.0337378	1.8084
296.2882387	1.81085
297.5427396	1.81346
298.7972404	1.81623
300.0517413	1.81915
301.3062421	1.82223
302.560743	1.82546
303.8152439	1.82882
305.0697447	1.83233
306.3242456	1.83598
307.5787464	1.83976
308.8332473	1.84366
310.0877482	1.8477
311.342249	1.85185
312.5967499	1.85613
313.8512507	1.86052
315.1057516	1.86502
316.3602525	1.86963
317.6147533	1.87435
318.8692542	1.87917
320.123755	1.88409
321.3782559	1.8891
322.6327567	1.89421
323.8872576	1.89941
325.1417585	1.9047
326.3962593	1.91007
327.6507602	1.91552
328.905261	1.92105
330.1597619	1.92666
331.4142628	1.93234
332.6687636	1.93809
333.9232645	1.94391
335.1777653	1.94979
336.4322662	1.95574
337.6867671	1.96175
338.9412679	1.96781
340.1957688	1.97393
341.4502696	1.98011
342.7047705	1.98634
343.9592714	1.99261
345.2137722	1.99894
346.4682731	2.0053
347.7227739	2.01172
348.9772748	2.01817
350.2317757	2.02466
351.4862765	2.03119
352.7407774	2.03775
353.9952782	2.04435
355.2497791	2.05097
356.50428	2.05763
357.7587808	2.06432
359.0132817	2.07103
360.2677825	2.07777
361.5222834	2.08453
362.7767843	2.09132
364.0312851	2.09812
365.285786	2.10495
366.5402868	2.11179
367.7947877	2.11865
369.0492886	2.12552
370.3037894	2.13241
